Rice Variety	ROS	OSRMC	SUB1A	CAT	SNCA3	Stress_Condition
LMN-404	2.157333312	2.227198503	1.899181657	2.416584766	2.595116551	Healthy
CO 43	2.079065895	2.971383341	2.276641704	3.048670995	3.378660675	Salinity_Stress
TRY 1 (Trichy 1)	1.83	2.08	2.24	2.99	3.33	Salinity_Stress
CO 43	3.343827966	3.06137688	2.547845207	3.144212757	2.618179699	Drought_Stress
PMK 3 (Ponmani)	2.75	3.48	3	2.93	3.43	Salinity_Stress
Jaya	3.29	3.56	2.55	2.5	2.71	Drought_Stress
CO 43	3.35571414	2.298319056	2.838497851	3.19308721	3.333194222	Salinity_Stress
ADT 43	3.270525239	3.679673919	2.877514208	3.037815097	2.920907519	Drought_Stress
TKM 9	3.037585107	3.757143463	2.027014817	2.392053998	3.101068041	Drought_Stress
ADT 45	2.074947242	3.348939006	2.295493698	2.884714965	3.048747805	Salinity_Stress
VGD 59	2.939633639	3.687610392	2.128699788	2.516538599	2.850752209	Drought_Stress
PMK 3 (Ponmani)	3.378640244	3.198391233	2.654043374	2.181423151	3.164682616	Drought_Stress
ADT 43	2.854223928	3.612109432	1.982921357	2.173385973	3.204766711	Drought_Stress
PQR-303	2.64338381	1.793391373	2.66620088	3.011165798	3.272589554	Salinity_Stress
ABC-101	1.87	2.52	2.62	2.38	2.99	Healthy
MDU 5	3.23	2.99	2.63	3.03	3.16	Salinity_Stress
XYZ-202	3.275029597	3.148469072	1.984624047	3.054718097	2.691708414	Drought_Stress
CO 43	3.3363025	2.625004674	2.210738025	2.957373583	3.157188756	Salinity_Stress
ASD 16	1.835374869	2.618117768	2.554290491	2.556177186	2.570242668	Healthy
Pusa Basmati 1	3.00522549	3.453936325	2.693651831	2.6383347	2.934536286	Drought_Stress
IR 50	2.580397846	2.420822052	2.165847012	2.844500995	3.169712014	Salinity_Stress
ADT 37	2.91	3.25	2.3	2.05	2.88	Drought_Stress
White Ponni	2.179317141	2.021442812	2.363761156	2.047107318	2.92823839	Healthy
MDU 5	2.456866038	2.411158788	2.3109082	2.582175647	2.963731172	Healthy
CORH 3 (Hybrid Rice)	3.477726011	3.73837149	2.09644836	2.382078945	2.91802814	Drought_Stress
ASD 16	3.017600879	3.77669102	2.303148633	2.737938122	3.413899489	Drought_Stress
PMK 3 (Ponmani)	2.25213121	1.889981865	2.677326333	2.043500722	2.729462824	Healthy
Swarna	3.402961774	3.286365187	2.767585448	2.354315483	2.44036561	Drought_Stress
ASD 16	3.312469847	3.085934101	2.267310793	2.140581193	2.938379944	Drought_Stress
ADT 45	2.252450365	2.191240771	2.087711514	3.12475695	3.250422155	Salinity_Stress
TKM 9	2.362995836	2.718672064	2.150686794	2.366163169	2.522254633	Healthy
IR 20	2.760263007	3.450232544	2.160393365	2.938181449	3.384815583	Salinity_Stress
TRY 1 (Trichy 1)	3.276884741	3.501859728	2.516019952	3.157583657	3.494764312	Drought_Stress
TRY 3 (Trichy 3)	1.88	2.27	2.26	2.09	2.98	Healthy
CO 43	1.864558944	2.808123112	2.172465386	2.119853805	2.606543854	Healthy
ADT 45	1.882252416	3.591887579	2.153134695	3.116019019	3.054056183	Salinity_Stress
White Ponni	3.144331562	3.216975739	2.493087123	2.349075214	2.860806446	Drought_Stress
TRY 3 (Trichy 3)	2.828656785	3.359100553	1.929884073	2.92816635	3.426284747	Drought_Stress
VGD 59	3.495885177	3.60530938	2.891340328	2.312240161	2.736803986	Drought_Stress
ADT 43	2.290160519	2.415497219	2.698102354	2.012060399	2.832819848	Healthy
ABC-101	3.289904483	3.540693399	2.108229911	2.883266145	3.37719886	Drought_Stress
CO 43	3.015660294	3.327288931	2.3893623	2.869076428	3.015977119	Drought_Stress
PQR-303	1.886255186	2.407411337	2.520260429	2.589952363	2.813026367	Healthy
Pusa Basmati 1	2.687592857	2.525537794	1.93130661	3.031539905	3.213267282	Salinity_Stress
BPT 5204 (Sona Masuri)	2.19	1.8	2.91	2.4	2.44	Healthy
ADT 43	2.826078176	3.119924581	2.326743514	2.252571091	2.446930336	Drought_Stress
LMN-404	3.114327271	2.608239471	2.663697289	3.037916194	3.429381397	Salinity_Stress
Jaya	2.04	1.95	2.3	2.6	2.63	Healthy
LMN-404	2.660342483	2.890601646	2.223823834	2.904884705	3.302603361	Salinity_Stress
ADT 43	3.37	3.41	2.18	2.39	2.6	Drought_Stress
IR 64	3.074261702	3.308446286	2.339097136	3.05191929	3.01557937	Salinity_Stress
PMK 3 (Ponmani)	2.467111469	2.059008491	2.191869739	2.175816832	2.732548267	Healthy
White Ponni	3.047759757	3.403626768	2.00061806	3.18911483	3.076436898	Drought_Stress
IR 36	2.86	3.44	2.31	2.02	3.34	Drought_Stress
ADT 37	3.37	3.21	2.12	2.39	2.98	Drought_Stress
XYZ-202	3.23	2.66	1.95	3.1	3.4	Salinity_Stress
Pusa Basmati 1	2.45	1.84	2.8	2.38	2.57	Healthy
MDU 5	2.323402786	2.387925113	2.457226769	3.015072751	3.419825212	Salinity_Stress
MDU 5	2.34	2.16	2.38	2.66	2.5	Healthy
MDU 5	2.153604335	2.447104097	2.328364969	3.174369805	3.221691923	Salinity_Stress
CORH 3 (Hybrid Rice)	2.89352286	3.415679295	2.024062848	2.348834046	3.323052725	Drought_Stress
ADT 43	2.313276733	2.553706522	2.603831952	2.81275685	3.243259239	Salinity_Stress
White Ponni	3.202131244	3.766554334	2.280762409	2.929035432	3.461937442	Drought_Stress
PMK 3 (Ponmani)	3.140626524	3.369401375	2.798803681	2.590301451	3.246120284	Drought_Stress
VGD 59	2.867728969	3.144706312	2.834129114	2.086319988	2.943985254	Drought_Stress
ASD 16	3.251797319	2.246713954	1.966706206	2.833718424	3.221439442	Salinity_Stress
ADT 37	3.461471212	3.790775956	1.937126384	2.578088438	3.102397851	Drought_Stress
BPT 5204 (Sona Masuri)	1.887167282	3.310672462	2.011981747	3.013789201	3.369763348	Salinity_Stress
PQR-303	3.12	3.46	1.97	2.78	3.49	Drought_Stress
ADT 43	3.5	3.45	2.07	2.93	3.13	Salinity_Stress
IR 20	2.375693029	1.940691087	2.955404354	2.629935925	2.61018104	Healthy
MDU 5	3.277731551	2.699997996	2.94073001	2.806481712	3.412779889	Salinity_Stress
IR 20	2.230902155	2.313884743	2.054242851	2.037303261	2.884800744	Healthy
ABC-101	2.280457758	2.519750793	2.538105051	2.316631102	2.545519158	Healthy
LMN-404	2.26	2.08	2.68	2.49	2.47	Healthy
MDU 5	3.334428565	3.619163481	1.895731441	2.84571307	3.35168358	Healthy
PQR-303	3.175236896	3.29341787	2.024921526	2.97759449	3.086941676	Drought_Stress
VGD 59	3.283498887	3.615919707	2.363001224	2.260439972	3.430369848	Drought_Stress
ADT 43	2.47	2.09	2.83	2.45	2.49	Healthy
TRY 3 (Trichy 3)	1.973615741	1.993336109	2.194939738	2.549766193	2.551655891	Healthy
ADT 37	1.92307977	2.304058521	2.050049753	2.644419258	2.598722762	Healthy
TKM 9	2.914204238	3.758255567	2.904933125	3.052836675	3.305079394	Drought_Stress
PMK 3 (Ponmani)	3.002418534	3.699637422	2.404296775	2.654945239	3.222444833	Drought_Stress
LMN-404	3.323849708	3.111036616	2.609768137	2.029854583	3.023971202	Drought_Stress
TRY 1 (Trichy 1)	2.85	3.02	2.24	3.19	3.22	Drought_Stress
ADT 45	2.913975235	3.609865239	2.374307128	2.115471271	2.888414444	Drought_Stress
MDU 5	2.225828478	2.258848513	2.388177029	2.290083706	2.774768199	Healthy
ABC-101	2.791145651	3.661388901	1.98581497	2.97587456	3.327824294	Salinity_Stress
IR 20	2.225953472	2.617226072	2.233507882	2.390559485	2.948382125	Healthy
TRY 3 (Trichy 3)	2.167036783	3.282547784	2.033040131	2.992716685	3.379734658	Salinity_Stress
CORH 3 (Hybrid Rice)	3.313783286	2.99635403	2.963037135	3.190011213	3.443649365	Salinity_Stress
TKM 9	2.139452707	2.9347403	1.952922928	2.969908831	3.379877306	Salinity_Stress
CORH 3 (Hybrid Rice)	2.92	3.71	2.74	2.65	3.23	Drought_Stress
TRY 1 (Trichy 1)	3.1771126	3.23527187	2.559126367	3.008146387	3.119307956	Drought_Stress
XYZ-202	2.787916296	3.456796661	2.285256102	2.417647775	2.752721507	Drought_Stress
Jaya	2.058316992	1.941750651	2.304813717	2.615257065	2.631267649	Healthy
PMK 3 (Ponmani)	3.33902571	3.123701316	2.149423485	3.019948151	3.103989671	Drought_Stress
IR 64	2.061338972	2.340566984	2.332581884	2.415714	2.643115487	Healthy
White Ponni	2.046277945	2.560944129	2.663556106	2.650651643	2.759537753	Healthy
XYZ-202	2.867978958	3.76529841	1.988610721	2.653694371	2.808889386	Drought_Stress
TKM 9	2.871426331	3.516461278	2.842258037	3.158747662	2.651532276	Drought_Stress
White Ponni	3.188169595	3.10339648	1.932422413	2.453840434	3.303536216	Drought_Stress
TRY 3 (Trichy 3)	1.89	1.83	2.06	2.6	2.68	Healthy
ADT 37	2.98	3.33	1.99	2.74	3.4	Drought_Stress
LMN-404	3.479058417	3.513688133	1.989928652	2.391307694	3.291528942	Drought_Stress
LMN-404	2.99	3.61	2.91	2.15	2.85	Drought_Stress
TRY 3 (Trichy 3)	2.934011235	3.109465449	2.712946696	3.126037134	2.400401026	Drought_Stress
TRY 3 (Trichy 3)	2.473261118	2.435874652	2.954217643	2.318609811	2.521159339	Healthy
IR 50	2.174489933	3.339146041	2.202770537	2.986656189	3.483346944	Drought_Stress
TRY 3 (Trichy 3)	1.869498064	2.950430412	2.951501475	2.979410144	3.111609256	Salinity_Stress
Pusa Basmati 1	2.285420163	2.228355589	2.103952152	2.334393638	2.508063958	Healthy
MDU 5	2	3.67	2.53	3.17	3.36	Salinity_Stress
PMK 3 (Ponmani)	2.24661869	2.440631882	2.906248064	2.84628199	3.076344033	Salinity_Stress
ADT 45	3.103248965	3.591716106	2.62393505	2.695491648	3.37455513	Drought_Stress
CO 43	2.63	1.87	2.05	2.88	3.27	Salinity_Stress
TKM 9	2.262150264	1.901312228	2.428687415	2.238496092	2.979742284	Healthy
LMN-404	2.796184791	3.624401681	1.962084456	2.172802245	3.192754776	Drought_Stress
TRY 3 (Trichy 3)	2.968007458	3.21476655	2.350409202	2.716503645	2.756989203	Drought_Stress
ADT 37	2.98	3.47	2.32	3.18	2.72	Drought_Stress
ADT 37	2.3884241	2.96523054	2.474712439	3.159432007	3.443445438	Salinity_Stress
ASD 16	3.45	3.68	2.23	3	2.94	Drought_Stress
IR 20	1.90530736	2.088160197	2.97012161	2.359118041	2.611908694	Healthy
ADT 43	1.814455924	2.349974888	2.568279003	2.507390864	2.591023924	Healthy
TRY 1 (Trichy 1)	3.445484568	3.0421311	2.924767513	2.51656561	2.952746962	Drought_Stress
Jaya	1.82	1.97	2.8	2.21	2.49	Healthy
IR 64	2.789761077	2.255855516	2.331033801	2.940143998	3.142565912	Salinity_Stress
Pusa Basmati 1	2.745367708	2.116721443	2.994915528	2.803720221	3.354199519	Salinity_Stress
PMK 3 (Ponmani)	1.81	1.93	2.33	2.44	2.82	Healthy
TRY 1 (Trichy 1)	2.853861786	3.712675596	2.168484527	2.726205268	3.232722499	Drought_Stress
TKM 9	2.981105335	2.556911266	2.582571605	2.91781264	3.279073993	Salinity_Stress
CORH 3 (Hybrid Rice)	1.909343413	1.84151986	2.487200312	2.113792206	2.953770565	Drought_Stress
IR 50	1.886463469	2.766311185	2.714197606	2.22229551	2.408866834	Healthy
Swarna	2.160180025	2.369450892	2.852443606	2.38683431	2.473711149	Healthy
TRY 3 (Trichy 3)	2.491947529	2.697293617	2.987038229	2.660674722	2.418218106	Healthy
ABC-101	2.460290468	2.616684829	2.791443705	2.083070454	2.755957803	Healthy
BPT 5204 (Sona Masuri)	2.67	2.14	2.35	3.02	3.02	Salinity_Stress
IR 64	3.226658011	3.031655205	2.543815317	2.483648972	2.812848124	Drought_Stress
Pusa Basmati 1	1.96	3.31	2.72	2.98	3.31	Salinity_Stress
CO 43	3.101943031	3.430688144	2.148139962	2.883186118	2.704216753	Drought_Stress
IR 64	2.741532887	2.850596316	2.189195273	2.891591822	3.237094006	Salinity_Stress
TKM 9	3.234838504	3.627779454	1.907648122	2.657595884	2.708419015	Drought_Stress
ADT 43	3.074103773	3.182678621	2.562378912	3.161112741	3.073257071	Salinity_Stress
IR 50	1.877212328	2.167305031	2.173497494	2.099901433	2.4111038	Healthy
PQR-303	3.398804327	3.400205774	1.978873995	2.167312252	3.0258937	Drought_Stress
BPT 5204 (Sona Masuri)	2.346045921	2.691780398	2.673557884	2.681867822	2.773784124	Healthy
LMN-404	3.48	3.52	1.98	2.4	3.32	Drought_Stress
Jaya	1.949641845	3.357605808	2.172217831	3.026266747	3.111011143	Salinity_Stress
IR 20	3.12318751	3.633145153	2.568241264	2.946516436	3.324844702	Drought_Stress
ADT 43	2.062547661	2.755097614	2.607984261	2.413675176	2.783010978	Healthy
ABC-101	3.401429279	3.388257024	2.790783363	3.156853819	3.126488364	Drought_Stress
PQR-303	3.041804579	3.681979432	1.963182224	2.64748589	2.633099176	Drought_Stress
ADT 45	2.046046939	2.344525961	2.811726554	2.572943858	2.919618918	Healthy
TRY 1 (Trichy 1)	3.164340129	3.24079997	2.557873473	3.02847089	3.108488373	Drought_Stress
VGD 59	3.156705341	3.793239181	2.247796722	2.830952834	3.238334545	Salinity_Stress
IR 20	3.134213861	3.228534764	2.03174848	2.658909035	2.704245168	Drought_Stress
CORH 3 (Hybrid Rice)	2.23	1.97	1.99	2.56	2.69	Healthy
CORH 3 (Hybrid Rice)	3.019970966	2.441108061	2.060638079	2.859203506	3.239986177	Salinity_Stress
IR 36	3.136173793	3.587483296	2.623733411	2.470061645	3.009299255	Drought_Stress
ASD 16	2.064427901	1.803450284	2.525535938	2.085985299	2.845155627	Healthy
IR 50	3.491654732	2.950716276	2.812209527	2.952352715	3.422720088	Salinity_Stress
CO 43	3.350847896	2.343537761	2.814483685	3.18651634	3.333478181	Salinity_Stress
CO 43	3.356977569	2.802602215	2.298613066	3.053885471	3.289748884	Salinity_Stress
PMK 3 (Ponmani)	3.162975151	2.038171334	1.983122371	3.018668328	3.124984396	Salinity_Stress
VGD 59	2.010710042	2.219702735	2.958117022	2.213596086	2.724624909	Healthy
CO 43	3.164780753	3.380060126	2.293350308	2.389717493	2.727362339	Drought_Stress
PQR-303	2.658008386	3.591295645	2.645360304	3.047278987	3.288817114	Salinity_Stress
MDU 5	2.14	3.58	2.4	2.98	3.45	Salinity_Stress
XYZ-202	2.786451825	3.421380742	2.270087927	2.4314789	2.759024459	Drought_Stress
LMN-404	2.17	2.65	2.27	2.57	2.63	Healthy
CORH 3 (Hybrid Rice)	2.374295144	2.578013229	2.518940301	2.478203969	2.504632025	Healthy
Swarna	3.02	3.15	2.11	2.79	3.02	Drought_Stress
ADT 37	3.086856432	3.795685143	2.935893553	2.401353371	2.442014444	Drought_Stress
MDU 5	2.81111561	3.712911707	2.086841783	2.98817398	3.048797263	Drought_Stress
LMN-404	1.956212488	3.74648092	2.636283171	2.816923498	3.2895261	Salinity_Stress
IR 36	2.247885264	2.321825959	2.117289997	2.542980462	2.633431964	Healthy
VGD 59	2.74378086	3.40814759	2.519254862	3.053966638	2.995025214	Salinity_Stress
PMK 3 (Ponmani)	3.29068276	2.573155671	2.299150034	2.921571056	3.290687572	Salinity_Stress
White Ponni	2.25	2.23	2.31	3	3.3	Salinity_Stress
IR 50	2.085440543	2.193422473	2.353516453	3.039253975	3.465799327	Salinity_Stress
ADT 43	3.486947219	3.453476138	2.06162445	2.910776923	3.127760608	Salinity_Stress
LMN-404	3.42	3.73	2.25	2.42	2.57	Drought_Stress
ASD 16	1.822128655	1.944485309	2.220534923	2.346419315	2.806465318	Healthy
BPT 5204 (Sona Masuri)	2.323620383	2.198472194	2.079987176	2.085353272	2.614522242	Healthy
IR 64	2.614530997	2.591866881	2.950388474	2.808829455	3.033633863	Salinity_Stress
White Ponni	2.08	2.3	1.9	2.64	2.43	Healthy
TRY 3 (Trichy 3)	3.12	3.39	2.51	2.08	3.1	Drought_Stress
VGD 59	1.943850221	2.374273214	1.89301642	2.410960765	2.704142586	Healthy
VGD 59	2.427063554	2.260656683	2.098294377	2.515067611	2.65886554	Healthy
IR 20	3.108278885	3.643026777	2.56417506	2.96767022	3.310932459	Drought_Stress
IR 64	3.3763869	3.38254244	2.212641215	2.162587999	3.34295595	Drought_Stress
ADT 43	3.445047653	3.291303049	2.128512925	2.345301138	2.869376073	Healthy
VGD 59	3.05	3.23	2.45	2.48	2.67	Drought_Stress
White Ponni	3.05210313	3.372565427	2.020472488	3.185372979	3.08593176	Drought_Stress
CORH 3 (Hybrid Rice)	2.005626928	2.65202214	2.777472174	2.879746578	3.479495924	Salinity_Stress
PMK 3 (Ponmani)	3.373951764	3.733717898	2.027023001	3.177180884	3.071133348	Drought_Stress
IR 36	3.393868334	3.05971681	2.459155157	2.819485167	3.11131681	Salinity_Stress
ADT 45	2.02	2.89	2.77	2.91	3.47	Salinity_Stress
ADT 45	3.373458819	3.37020647	2.489802202	2.98241405	2.624946042	Drought_Stress
IR 20	2.5	2.67	2.26	2.01	2.96	Healthy
XYZ-202	2.11	3.61	3	2.86	3.39	Salinity_Stress
IR 50	1.880877758	2.156695379	2.152499641	2.129195897	2.407108668	Healthy
TRY 3 (Trichy 3)	1.888585837	2.020308429	2.875098328	3.037513873	3.468609534	Salinity_Stress
Pusa Basmati 1	2.547879612	3.466169146	2.679647489	3.112333863	3.048136977	Salinity_Stress
XYZ-202	2.14	3.01	1.99	3.14	3.22	Salinity_Stress
ABC-101	2.24821926	2.4786837	2.541327763	2.315229354	2.545758912	Healthy
XYZ-202	2.88	3.24	2.59	2.04	3.36	Drought_Stress
IR 20	2.87	3.06	2.45	2.29	3.37	Drought_Stress
CORH 3 (Hybrid Rice)	3.041373162	3.065746002	2.782554143	2.950217202	2.446459953	Drought_Stress
ADT 45	2.441794329	2.640048405	2.194816053	2.914051821	3.217046731	Salinity_Stress
Swarna	2.222709364	3.404016239	2.256669235	3.090331325	3.299515656	Salinity_Stress
VGD 59	3.208498722	3.383318454	2.784459833	2.450472632	2.650603825	Drought_Stress
IR 20	2.816934315	3.567913044	2.154589569	3.182968751	3.39151509	Salinity_Stress
IR 64	2.74	2.85	2.18	2.9	3.23	Salinity_Stress
XYZ-202	3.072219142	3.525631085	2.068163388	2.538246117	3.21349046	Drought_Stress
TKM 9	2.802360315	3.366489342	2.404344548	2.290189183	2.815219476	Drought_Stress
PMK 3 (Ponmani)	2.384853384	2.872832518	2.06583344	3.076125224	3.182815722	Salinity_Stress
XYZ-202	3.22	3.46	2.22	2.01	2.62	Drought_Stress
IR 36	3.47	3.74	2.25	2.91	2.93	Drought_Stress
IR 50	2.23	2.44	2.2	2.29	2.49	Healthy
PQR-303	2.597650219	1.920401165	2.578812343	3.025265404	3.275136835	Salinity_Stress
VGD 59	1.85	2.56	2.93	2.07	2.69	Healthy
IR 50	1.88564545	2.138797905	2.166222626	2.112324974	2.429365032	Healthy
ABC-101	2.468794128	2.617141605	2.778563655	2.069822185	2.764825669	Healthy
TRY 1 (Trichy 1)	3.37	3.3	2.96	2.63	2.45	Drought_Stress
IR 64	2.326098654	2.363414052	2.871089715	2.903907519	3.053114229	Salinity_Stress
TRY 3 (Trichy 3)	3.128059157	3.641929333	2.385141772	2.195735097	3.207341122	Drought_Stress
TRY 1 (Trichy 1)	3.02203628	2.522034214	2.36918519	3.176516921	3.217789553	Salinity_Stress
VGD 59	2.163498822	3.751102094	1.969023249	2.952503284	3.238236277	Salinity_Stress
TKM 9	1.83	2.29	2.84	2.05	2.5	Healthy
ABC-101	2.02776917	2.439277746	2.196665873	2.278688653	2.706054266	Healthy
White Ponni	2.27	2.76	2.02	2.34	2.78	Healthy
ADT 43	3.136497192	3.352212971	1.991784732	2.888590825	3.063801063	Drought_Stress
ADT 43	3.05	3.78	2.94	2.94	3.35	Salinity_Stress
TRY 3 (Trichy 3)	3.079964507	3.102586675	2.475351546	2.244644028	2.459885506	Drought_Stress
IR 20	2.238776795	3.353837557	2.414832909	3.11498338	3.258071341	Salinity_Stress
CO 43	2.37140601	2.636145519	1.909616188	2.878619519	3.102162639	Salinity_Stress
IR 50	2.095573209	2.167605498	2.902433556	2.160996144	2.917272417	Healthy
ADT 37	3.38	3.52	2.29	2.66	2.62	Drought_Stress
ABC-101	3.228961587	3.61020674	2.684800893	2.619477348	2.827680224	Drought_Stress
XYZ-202	2.23	2.04	2.56	2.12	2.75	Healthy
PMK 3 (Ponmani)	2.278637386	2.41123678	2.359221562	2.032010236	2.998535123	Healthy
TRY 3 (Trichy 3)	2.875112979	2.523284857	2.588050535	3.092979989	3.374844166	Salinity_Stress
Jaya	2.805914118	3.734024776	2.510810115	2.384032062	3.152067972	Drought_Stress
White Ponni	3.16	3.15	2.03	2.63	3.48	Drought_Stress
ADT 43	2.95	3.62	2.45	2.51	2.69	Drought_Stress
ADT 45	2.424154926	2.123452167	2.003605497	2.389858254	2.540620373	Healthy
MDU 5	3.162146367	3.494969271	2.378486789	2.120819836	3.460605813	Drought_Stress
ADT 37	2.846239219	3.638814681	2.601522271	2.750005303	2.661477998	Drought_Stress
White Ponni	2.001128432	2.101985138	2.081420033	2.455593553	2.551678005	Healthy
VGD 59	1.812144257	1.82438331	1.975585442	2.611195303	2.677769576	Healthy
CO 43	1.88	2.44	1.98	2.35	2.43	Healthy
MDU 5	3.270898501	3.277772326	2.926611049	3.129570053	3.288139393	Drought_Stress
White Ponni	3.12	3.76	2.95	2.26	2.53	Drought_Stress
TRY 3 (Trichy 3)	1.866032326	2.656590426	2.835596273	2.228605496	2.832874619	Healthy
Pusa Basmati 1	2.221556131	2.551351129	2.70562363	2.544659155	2.705989983	Healthy
Pusa Basmati 1	2.975382194	3.704794767	1.955828076	3.150231463	2.427362433	Drought_Stress
Swarna	2.655887222	2.63036413	2.075310341	3.180296734	3.137122095	Salinity_Stress
MDU 5	3.1	3.57	2.64	2.71	3.39	Drought_Stress
MDU 5	2.03	2.08	2.7	2.57	2.41	Healthy
IR 36	2.834905129	3.053488961	2.514963545	2.818200292	2.535469109	Drought_Stress
BPT 5204 (Sona Masuri)	2.35	3.29	2.08	3.18	3.16	Salinity_Stress
CO 43	3.341877478	3.204962108	2.966194567	3.074573857	3.47019092	Salinity_Stress
IR 36	2.911649676	3.116094124	2.298199265	2.329849883	2.874526625	Drought_Stress
ASD 16	3.114806138	3.626192369	2.431009228	2.109911994	2.615226315	Drought_Stress
MDU 5	2.802034961	3.689292393	2.080139001	2.990901082	3.048296094	Drought_Stress
PMK 3 (Ponmani)	3.272818034	3.171790523	2.648753349	2.624476086	2.810999179	Drought_Stress
IR 20	1.914401807	3.746897459	2.637544449	2.805231189	3.275073213	Salinity_Stress
ADT 43	3.50111367	3.448213188	2.082516838	2.930208923	3.134799439	Salinity_Stress
ADT 37	3.078650455	3.713890142	2.482433916	3.140694332	3.37489226	Salinity_Stress
Pusa Basmati 1	2.170979897	2.159416656	2.232508275	2.478767992	2.837161077	Healthy
ADT 45	3.403799135	3.544532355	1.917780676	3.072807631	3.5097819	Salinity_Stress
ADT 37	2.722635741	2.973364404	1.935466672	2.791765716	3.398920378	Salinity_Stress
IR 50	2.61	2.38	2.13	3.11	3.18	Salinity_Stress
CO 43	2.13	2.71	2.37	2.32	2.57	Healthy
ASD 16	2.080005332	2.846435928	2.01860853	3.181376999	3.266532131	Salinity_Stress
ADT 43	2.061197326	2.76294129	2.625360182	2.413471749	2.772149989	Healthy
IR 50	3.202866485	3.06626434	1.962770331	3.022610287	2.452806811	Drought_Stress
TKM 9	3.33	2.32	2.94	3.12	3.41	Salinity_Stress
ASD 16	3.17	3.1	2.05	2.95	3	Drought_Stress
ASD 16	1.817528385	2.133236254	2.002981302	2.04122267	2.496064668	Healthy
ADT 37	1.816849301	2.728123482	2.259027715	2.581916976	2.948884657	Healthy
CO 43	2.403717483	2.512973682	2.096514858	2.419478413	2.85112166	Healthy
ADT 45	2.83	3.06	2.48	2.92	2.66	Drought_Stress
IR 36	3.054037196	3.423487508	2.658707538	2.389734622	2.733212264	Drought_Stress
MDU 5	3.09	3.64	2.39	2.19	3.28	Drought_Stress
CO 43	3.261282194	3.273554878	2.677740306	2.034309016	3.443180351	Drought_Stress
Jaya	3.240704987	3.695282985	2.485155341	2.431025342	2.653986402	Drought_Stress
